governator,governator-test-junit,/governator-test-junit/src/test/java/com/netflix/governator/guice/test/junit4/GovernatorJunit4ClassRunnerCreationModeTest.java,com.netflix.governator.guice.test.junit4.GovernatorJunit4ClassRunnerCreationModeTest$ClassLevelTest,test1,()V,void test1(),org.junit.Test,2,2,3,String getState()|void assertEquals(Object expected; Object actual)|void setState(String state),3,,0,,0,0,0,0,0,,1,1,,0,,0
governator,governator-test-junit,/governator-test-junit/src/test/java/com/netflix/governator/guice/test/junit4/GovernatorJunit4ClassRunnerCreationModeTest.java,com.netflix.governator.guice.test.junit4.GovernatorJunit4ClassRunnerCreationModeTest$ClassLevelTest,test2,()V,void test2(),org.junit.Test,2,2,3,String getState()|void assertEquals(Object expected; Object actual)|void setState(String state),3,,0,,0,0,0,0,0,,1,1,,0,,0
governator,governator-test-junit,/governator-test-junit/src/test/java/com/netflix/governator/guice/test/junit4/GovernatorJunit4ClassRunnerCreationModeTest.java,com.netflix.governator.guice.test.junit4.GovernatorJunit4ClassRunnerCreationModeTest$MethodLevelTest,test1,()V,void test1(),org.junit.Test,2,2,3,String getState()|void assertNull(Object object)|void setState(String state),3,,0,,0,0,0,0,0,,1,1,,0,,0
governator,governator-test-junit,/governator-test-junit/src/test/java/com/netflix/governator/guice/test/junit4/GovernatorJunit4ClassRunnerCreationModeTest.java,com.netflix.governator.guice.test.junit4.GovernatorJunit4ClassRunnerCreationModeTest$MethodLevelTest,test2,()V,void test2(),org.junit.Test,1,1,2,String getState()|void assertNull(Object object),2,,0,,0,0,0,0,0,,1,1,,0,,0
hollow,hollow,/hollow/src/test/java/com/netflix/hollow/api/consumer/index/HashIndexTest.java,com.netflix.hollow.api.consumer.index.HashIndexTest$MatchTestParameterized,test,()V,void test(),org.junit.Test,5,5,13,Builder<T> from(HollowConsumer consumer; Class<T> rootType)|Collector toList()|HashIndex<T;Q> usingPath(String queryFieldPath; Class<Q> queryFieldType)|Object collect(Collector collector)|Object get(int index)|Stream<S> findMatches(Q query)|boolean isInstance(Object obj)|int getOrdinal()|int size()|void assertEquals(long expected; long actual)|void assertTrue(boolean condition),11,,0,,0,0,0,0,0,,3,3,,0,,0
hollow,hollow,/hollow/src/test/java/com/netflix/hollow/api/consumer/index/HashIndexTest.java,com.netflix.hollow.api.consumer.index.HashIndexTest$MatchOnValuesIllegalTypeTest,test,()V,void test(),org.junit.Test,1,1,2,Builder<T> from(HollowConsumer consumer; Class<T> rootType)|HashIndex<T;Q> usingPath(String queryFieldPath; Class<Q> queryFieldType),2,,0,,0,0,0,0,0,,0,0,,0,,0
hollow,hollow,/hollow/src/test/java/com/netflix/hollow/api/consumer/index/HashIndexTest.java,com.netflix.hollow.api.consumer.index.HashIndexTest$MatchOnReferencesTest,test,()V,void test(),org.junit.Test,4,4,10,Builder<T> from(HollowConsumer consumer; Class<T> rootType)|Collector toList()|HashIndex<T;Q> usingPath(String queryFieldPath; Class<Q> queryFieldType)|Object collect(Collector collector)|Object get(int index)|Stream<S> findMatches(Q query)|int getOrdinal()|int size()|void assertEquals(long expected; long actual),9,,0,,0,0,0,0,0,,2,2,,0,,0
hollow,hollow,/hollow/src/test/java/com/netflix/hollow/api/consumer/index/HashIndexTest.java,com.netflix.hollow.api.consumer.index.HashIndexTest$SelectOnValuesTest,test,()V,void test(),org.junit.Test,1,1,3,Builder<T> from(HollowConsumer consumer; Class<T> rootType)|BuilderWithSelect<T;S> selectField(String selectFieldPath; Class<S> selectFieldType)|HashIndexSelect<T;S;Q> usingPath(String queryFieldPath; Class<Q> queryFieldType),3,,0,,0,0,0,0,0,,0,0,,0,,0
hollow,hollow,/hollow/src/test/java/com/netflix/hollow/api/consumer/index/HashIndexTest.java,com.netflix.hollow.api.consumer.index.HashIndexTest$SelectTest,test,()V,void test(),org.junit.Test,5,5,14,Builder<T> from(HollowConsumer consumer; Class<T> rootType)|BuilderWithSelect<T;S> selectField(String selectFieldPath; Class<S> selectFieldType)|Collector toList()|HashIndexSelect<T;S;Q> usingPath(String queryFieldPath; Class<Q> queryFieldType)|Object collect(Collector collector)|Object get(int index)|Stream<S> findMatches(Q query)|boolean isInstance(Object obj)|int getOrdinal()|int size()|void assertEquals(long expected; long actual)|void assertTrue(boolean condition),12,,0,,0,0,0,0,0,,3,3,,0,,0
hollow,hollow,/hollow/src/test/java/com/netflix/hollow/api/consumer/index/HashIndexTest.java,com.netflix.hollow.api.consumer.index.HashIndexTest$TestManyMatches,test,()V,void test(),org.junit.Test,4,5,13,Builder<T> from(HollowConsumer consumer; Class<T> rootType)|Collector toList()|Comparator comparingInt(ToIntFunction keyExtractor)|HashIndex<T;Q> usingPath(String queryFieldPath; Class<Q> queryFieldType)|Object collect(Collector collector)|Object get(int index)|Stream sorted(Comparator comparator)|Stream<S> findMatches(Q query)|int getOrdinal()|int size()|void assertEquals(long expected; long actual),11,,0,,0,0,0,0,0,,2,2,,0,,0
hollow,hollow,/hollow/src/test/java/com/netflix/hollow/api/consumer/index/UniqueKeyIndexTest.java,com.netflix.hollow.api.consumer.index.UniqueKeyIndexTest$MatchTestParameterized,test,()V,void test(),org.junit.Test,4,4,6,Builder<T> from(HollowConsumer consumer; Class<T> uniqueType)|T findMatch(Q key)|UniqueKeyIndex<T;Q> usingPath(String keyFieldPath; Class<Q> keyFieldType)|int getOrdinal()|void assertEquals(long expected; long actual)|void assertNotNull(Object object),6,,0,,0,0,0,0,0,,2,2,,0,,0
hollow,hollow,/hollow/src/test/java/com/netflix/hollow/api/consumer/index/UniqueKeyIndexTest.java,com.netflix.hollow.api.consumer.index.UniqueKeyIndexTest$MatchOnValuesIllegalTypeTest,test,()V,void test(),org.junit.Test,1,1,2,Builder<T> from(HollowConsumer consumer; Class<T> uniqueType)|UniqueKeyIndex<T;Q> usingPath(String keyFieldPath; Class<Q> keyFieldType),2,,0,,0,0,0,0,0,,0,0,,0,,0
hollow,hollow,/hollow/src/test/java/com/netflix/hollow/api/consumer/index/UniqueKeyIndexTest.java,com.netflix.hollow.api.consumer.index.UniqueKeyIndexTest$MatchOnMappedReferencesNoAutoExpansionTest,test,()V,void test(),org.junit.Test,4,4,6,Builder<T> from(HollowConsumer consumer; Class<T> uniqueType)|T findMatch(Q key)|UniqueKeyIndex<T;Q> usingPath(String keyFieldPath; Class<Q> keyFieldType)|int getOrdinal()|void assertEquals(long expected; long actual)|void assertNotNull(Object object),6,,0,,0,0,0,0,0,,2,2,,0,,0
closure-compiler,closure-compiler-parent,/closure-compiler-parent/test/com/google/javascript/jscomp/AstAnalyzerTest.java,com.google.javascript.jscomp.AstAnalyzerTest$MayHaveSideEffects,test,()V,void test(),org.junit.Test,3,3,5,AstAnalyzer getAstAnalyzer()|BooleanSubject assertThat(Boolean actual)|Node parseCase(AnalysisCase kase)|boolean mayHaveSideEffects(Node n)|void isEqualTo(Object expected),5,,0,,0,0,0,0,0,,0,0,,0,,0
closure-compiler,closure-compiler-parent,/closure-compiler-parent/test/com/google/javascript/jscomp/AstAnalyzerTest.java,com.google.javascript.jscomp.AstAnalyzerTest$NodeTypeMayHaveSideEffects,test,()V,void test(),org.junit.Test,3,3,5,AstAnalyzer getAstAnalyzer()|BooleanSubject assertThat(Boolean actual)|Node parseCase(AnalysisCase kase)|boolean nodeTypeMayHaveSideEffects(Node n)|void isEqualTo(Object expected),5,,0,,0,0,0,0,0,,0,0,,0,,0
closure-compiler,closure-compiler-parent,/closure-compiler-parent/test/com/google/javascript/jscomp/NodeUtilTest.java,com.google.javascript.jscomp.NodeUtilTest$GoogRequireInfoTest,test,()V,void test(),org.junit.Test,7,7,7,GoogRequire getGoogRequireInfo(String name; Scope scope)|Node getNodeOrNull(Node root; Token token)|Node parse(String js)|Scope createScope(Node n; AbstractScope<?;?> parent)|Subject assertThat(Object actual)|void isEqualTo(Object expected),6,,0,,0,0,0,0,0,,0,0,,0,,0
closure-compiler,closure-compiler-parent,/closure-compiler-parent/test/com/google/javascript/jscomp/NodeUtilTest.java,com.google.javascript.jscomp.NodeUtilTest$GetRValueOfLValueTest,test,()V,void test(),org.junit.Test,2,2,4,Node getRValueOfLValue(Node n)|Node parseFirst(Token token; String js)|NodeSubject assertNode(Node node)|void hasType(Token type),4,,0,,0,0,0,0,0,,0,0,,0,,0
closure-compiler,closure-compiler-parent,/closure-compiler-parent/test/com/google/javascript/jscomp/NodeUtilTest.java,com.google.javascript.jscomp.NodeUtilTest$IteratesImpureIterableTest,test,()V,void test(),org.junit.Test,2,2,4,BooleanSubject assertThat(Boolean actual)|Node parseFirst(Token token; String js)|boolean iteratesImpureIterable(Node node)|void isEqualTo(Object expected),4,,0,,0,0,0,0,0,,0,0,,0,,0
closure-compiler,closure-compiler-parent,/closure-compiler-parent/test/com/google/javascript/jscomp/NodeUtilTest.java,com.google.javascript.jscomp.NodeUtilTest$CanBeSideEffectedTest,test,()V,void test(),org.junit.Test,2,2,4,BooleanSubject assertThat(Boolean actual)|Node parseFirst(Token token; String js)|boolean canBeSideEffected(Node n)|void isEqualTo(Object expected),4,,0,,0,0,0,0,0,,0,0,,0,,0
hibernate-ogm,hibernate-ogm-core,/hibernate-ogm-core/src/test/java/org/hibernate/ogm/backendtck/inheritance/singletable/depositor/PolymorphicAssociationTest.java,org.hibernate.ogm.backendtck.inheritance.singletable.depositor.PolymorphicAssociationTest,testPolymorphicAssociation,()V,void testPolymorphicAssociation(),org.junit.Test,2,30,64,ContactType getType()|DoubleAssert assertThat(double actual)|DoubleAssert isEqualTo(double expected)|EntityManager createEntityManager()|EntityManagerFactory getFactory()|EntityTransaction getTransaction()|IntAssert assertThat(int actual)|IntAssert isEqualTo(int expected)|Iterator iterator()|Object as(String description)|Object getSingleResult()|Object isEqualTo(Object expected)|Object isNotNull()|Object next()|ObjectAssert assertThat(Object actual)|ObjectAssert isInstanceOf(Class type)|Set<Account> getAccounts()|Set<Address> getAddresses()|Set<ContactDetail> getContactDetails()|String getCity()|String getCountry()|String getName()|String getStreet()|String getSurname()|String getValue()|String getZipCode()|StringAssert assertThat(String actual)|TypedQuery createQuery(String qlString; Class resultClass)|double getBalance()|double getCreditLimit()|int size()|void begin()|void clear()|void close()|void commit(),35,,0,,0,0,0,0,0,,0,0,,0,,0
hibernate-ogm,hibernate-ogm-core,/hibernate-ogm-core/src/test/java/org/hibernate/ogm/backendtck/inheritance/tableperclass/depositor/PolymorphicAssociationTest.java,org.hibernate.ogm.backendtck.inheritance.tableperclass.depositor.PolymorphicAssociationTest,testPolymorphicAssociation,()V,void testPolymorphicAssociation(),org.junit.Test,2,30,64,ContactType getType()|DoubleAssert assertThat(double actual)|DoubleAssert isEqualTo(double expected)|EntityManager createEntityManager()|EntityManagerFactory getFactory()|EntityTransaction getTransaction()|IntAssert assertThat(int actual)|IntAssert isEqualTo(int expected)|Iterator iterator()|Object as(String description)|Object getSingleResult()|Object isEqualTo(Object expected)|Object isNotNull()|Object next()|ObjectAssert assertThat(Object actual)|ObjectAssert isInstanceOf(Class type)|Set<Account> getAccounts()|Set<Address> getAddresses()|Set<ContactDetail> getContactDetails()|String getCity()|String getCountry()|String getName()|String getStreet()|String getSurname()|String getValue()|String getZipCode()|StringAssert assertThat(String actual)|TypedQuery createQuery(String qlString; Class resultClass)|double getBalance()|double getCreditLimit()|int size()|void begin()|void clear()|void close()|void commit(),35,,0,,0,0,0,0,0,,0,0,,0,,0
jbehave-core,jbehave-core,/jbehave-core/src/test/java/org/jbehave/core/embedder/EmbedderBehaviour.java,org.jbehave.core.embedder.EmbedderBehaviour$RunningWithAnnotatedEmbedderRunner,run,()V,void run(),java.lang.Override|org.junit.Test,1,1,0,,0,,0,,0,0,0,0,0,,0,0,,0,,0
jbehave-core,jbehave-core,/jbehave-core/src/test/java/org/jbehave/core/embedder/EmbedderBehaviour.java,org.jbehave.core.embedder.EmbedderBehaviour$FailingWithAnnotatedEmbedderRunner,run,()V,void run(),java.lang.Override|org.junit.Test,1,1,0,,0,,0,,0,0,0,0,0,,0,0,,0,,0
jbehave-core,jbehave-core,/jbehave-core/src/test/java/org/jbehave/core/embedder/EmbedderBehaviour.java,org.jbehave.core.embedder.EmbedderBehaviour$NotEmbeddableWithAnnotatedEmbedderRunner,run,()V,void run(),org.junit.Test,1,1,0,,0,,0,,0,0,0,0,0,,0,0,,0,,0
google-java-format,google-java-format,/google-java-format/src/test/java/com/google/googlejavaformat/java/ImportOrdererTest.java,com.google.googlejavaformat.java.ImportOrdererTest$GoogleStyle,reorder,()V,void reorder(),org.junit.Test,1,8,15,StandardSubjectBuilder assertWithMessage(String messageToPrepend)|String reorderImports(String text; Style style)|String substring(int beginIndex; int endIndex)|StringSubject assertThat(String actual)|StringSubject hasMessageThat()|StringSubject that(String actual)|ThrowableSubject assertThat(Throwable actual)|boolean startsWith(String prefix)|int length()|void doesNotMatch(String regex)|void endsWith(String string)|void isEqualTo(Object expected),12,,0,,0,1,1,1,0,com.google.googlejavaformat.java.FormatterException,0,0,,0,,0
google-java-format,google-java-format,/google-java-format/src/test/java/com/google/googlejavaformat/java/ImportOrdererTest.java,com.google.googlejavaformat.java.ImportOrdererTest$AospStyle,reorder,()V,void reorder(),org.junit.Test,1,8,15,StandardSubjectBuilder assertWithMessage(String messageToPrepend)|String reorderImports(String text; Style style)|String substring(int beginIndex; int endIndex)|StringSubject assertThat(String actual)|StringSubject hasMessageThat()|StringSubject that(String actual)|ThrowableSubject assertThat(Throwable actual)|boolean startsWith(String prefix)|int length()|void doesNotMatch(String regex)|void endsWith(String string)|void isEqualTo(Object expected),12,,0,,0,1,1,1,0,com.google.googlejavaformat.java.FormatterException,0,0,,0,,0
hibernate-search,hibernate-search-documentation,/hibernate-search-documentation/src/test/java/org/hibernate/search/documentation/mapper/orm/bridge/identifierbridge/binder/IdentifierBridgeSimpleIT.java,org.hibernate.search.documentation.mapper.orm.bridge.identifierbridge.binder.IdentifierBridgeSimpleIT,smoke,()V,void smoke(),org.junit.Test,2,9,15,AbstractIterableAssert hasSize(int expected)|BookId getId()|HibernateOrmSearchQueryHitTypeStep<T> search(Class<T> type)|List<H> fetchHits(Integer limit)|ListAssert assertThat(List actual)|MatchIdPredicateMatchingStep<?> id()|N matching(Object value)|N predicate(Function<? super PDF;? extends PredicateFinalStep> predicateContributor)|SearchSession session(EntityManager entityManager)|void persist(Object entity)|void setPublisherId(Long publisherId)|void setPublisherSpecificBookId(Long publisherSpecificBookId)|void withinJPATransaction(EntityManagerFactory entityManagerFactory; Consumer<EntityManager> action),13,,0,,0,0,0,0,0,,0,0,,0,,0
hibernate-search,hibernate-search-documentation,/hibernate-search-documentation/src/test/java/org/hibernate/search/documentation/mapper/orm/bridge/identifierbridge/simple/IdentifierBridgeSimpleIT.java,org.hibernate.search.documentation.mapper.orm.bridge.identifierbridge.simple.IdentifierBridgeSimpleIT,smoke,()V,void smoke(),org.junit.Test,2,9,15,AbstractIterableAssert hasSize(int expected)|BookId getId()|HibernateOrmSearchQueryHitTypeStep<T> search(Class<T> type)|List<H> fetchHits(Integer limit)|ListAssert assertThat(List actual)|MatchIdPredicateMatchingStep<?> id()|N matching(Object value)|N predicate(Function<? super PDF;? extends PredicateFinalStep> predicateContributor)|SearchSession session(EntityManager entityManager)|void persist(Object entity)|void setPublisherId(Long publisherId)|void setPublisherSpecificBookId(Long publisherSpecificBookId)|void withinJPATransaction(EntityManagerFactory entityManagerFactory; Consumer<EntityManager> action),13,,0,,0,0,0,0,0,,0,0,,0,,0
truth,truth,/truth/src/test/java/com/google/common/truth/ExpectFailureNonRuleTest.java,com.google.common.truth.ExpectFailureNonRuleTest$ExpectFailureThrowInSubject,testExpect_throwInSubject_shouldPropagate,()V,void testExpect_throwInSubject_shouldPropagate(),org.junit.Test,1,1,4,LongSubject that(Long actual)|StandardSubjectBuilder whenTesting()|long throwingMethod()|void isEqualTo(Object expected),4,,0,,0,0,0,0,0,,0,0,,0,,0
truth,truth,/truth/src/test/java/com/google/common/truth/ExpectFailureNonRuleTest.java,com.google.common.truth.ExpectFailureNonRuleTest$ExpectFailureThrowAfterSubject,testExpect_throwInSubject_shouldPropagate,()V,void testExpect_throwInSubject_shouldPropagate(),org.junit.Test,2,2,4,IntegerSubject that(Integer actual)|StandardSubjectBuilder whenTesting()|long throwingMethod()|void isEqualTo(Object expected),4,,0,,0,0,0,0,0,,0,0,,0,,0
